query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	qlen	tlen	qtmscore	ttmscore	alntmscore	rmsd	prob	taxid	taxname	taxlineage	qcovpct	tcovpct
proteins/Montipora_capitata_KBHIv3___TS.g19676.t1.faa.colabfold/plots/0.pdb	2btv_Q	0.566	272	111	2	7	277	2	267	3.440E-34	1369	609	312	4.213E-01	8.174E-01	8.174E-01	3.018E+00	1.000	10905	Bluetongue virus (serotype 1 / isolate South Africa)	d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Resentoviricetes;o_Reovirales;f_Sedoreoviridae;g_Orbivirus;s_Bluetongue virus;-_Bluetongue virus 1;-_Bluetongue virus (serotype 1 / isolate South Africa)	44.4992	85.2564
proteins/Montipora_capitata_KBHIv3___TS.g20757.t2.faa.colabfold/plots/0.pdb	7dbp_D	0.296	438	198	14	1	436	12	341	6.806E-27	907	477	353	6.325E-01	8.461E-01	8.461E-01	4.282E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	91.4046	93.4844
proteins/Montipora_capitata_KBHIv3___TS.g21081.t2.faa.colabfold/plots/0.pdb	6cxj_G	0.121	476	284	23	311	773	1	355	1.465E-11	225	794	366	1.975E-01	3.939E-01	3.939E-01	1.828E+01	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	58.3123	96.9945
proteins/Montipora_capitata_KBHIv3___TS.g21159.t1.faa.colabfold/plots/0.pdb	1htv_C	0.568	447	164	4	85	528	3	423	1.810E-63	2396	531	427	7.655E-01	9.489E-01	9.489E-01	1.874E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	83.6158	98.5948
proteins/Montipora_capitata_KBHIv3___TS.g23084.t1a.faa.colabfold/plots/0.pdb	2fx0_A	0.774	297	64	1	40	336	1	294	4.312E-31	589	535	295	2.107E-01	3.132E-01	3.132E-01	2.520E+01	1.000	1396	Bacillus cereus	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus cereus group;s_Bacillus cereus	55.514	99.661
proteins/Montipora_capitata_KBHIv3___TS.g24212.t1.faa.colabfold/plots/0.pdb	4j2x_C	0.168	876	543	27	184	939	3	812	3.687E-19	591	941	819	3.116E-01	3.543E-01	3.543E-01	3.160E+01	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	80.3401	98.9011
proteins/Montipora_capitata_KBHIv3___TS.g25013.t1.faa.colabfold/plots/0.pdb	3jc8_Td	0.525	158	66	2	26	174	1	158	1.174E-21	737	484	160	2.827E-01	8.316E-01	8.316E-01	4.512E+00	1.000	246197	Myxococcus xanthus DK 1622	-_cellular organisms;d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;-_Cystobacterineae;f_Myxococcaceae;g_Myxococcus;s_Myxococcus xanthus;-_Myxococcus xanthus DK 1622	30.7851	98.75
proteins/Montipora_capitata_KBHIv3___TS.g26649.t1.faa.colabfold/plots/0.pdb	7a2z_B	0.188	367	181	16	19	365	8	277	6.153E-17	489	553	277	3.939E-01	7.501E-01	7.501E-01	5.430E+00	1.000	32630	synthetic construct	-_other entries;-_other sequences;-_artificial sequences;s_synthetic construct	62.7486	97.4729
proteins/Montipora_capitata_KBHIv3___TS.g26963.t2.faa.colabfold/plots/0.pdb	6bj5_H	0.383	430	186	9	113	537	2	357	7.064E-21	496	540	358	2.843E-01	3.942E-01	3.942E-01	1.891E+01	1.000	31530	Myxoma virus (strain Lausanne)	d_Viruses;-_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;c_Pokkesviricetes;o_Chitovirales;f_Poxviridae;-_Chordopoxvirinae;g_Leporipoxvirus;s_Myxoma virus;-_Myxoma virus (strain Lausanne)	78.7037	99.4413
proteins/Montipora_capitata_KBHIv3___TS.g27174.t2.faa.colabfold/plots/0.pdb	5jba_S	0.448	370	170	8	39	408	2	337	2.568E-20	974	414	338	7.316E-01	8.856E-01	8.856E-01	3.329E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	89.372	99.4083
proteins/Montipora_capitata_KBHIv3___TS.g29049.t1.faa.colabfold/plots/0.pdb	7bgl_c	0.461	518	201	6	2	514	10	454	7.117E-56	2003	520	456	7.988E-01	9.086E-01	9.086E-01	4.349E+00	1.000	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Salmonella enterica;-_Salmonella enterica subsp. enterica;-_Salmonella enterica subsp. enterica serovar Typhimurium;-_Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	98.6538	97.5877
proteins/Montipora_capitata_KBHIv3___TS.g3136.t1c.faa.colabfold/plots/0.pdb	4g5o_F	0.533	298	79	4	207	504	1	238	1.079E-25	809	506	239	3.932E-01	7.857E-01	7.857E-01	4.973E+00	1.000	10090	Mus musculus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	58.8933	99.5816
proteins/Montipora_capitata_KBHIv3___TS.g33868.t1.faa.colabfold/plots/0.pdb	8ekc_b	0.294	2774	1458	67	2	2725	161	2484	0.000E+00	3031	2772	2485	2.676E-01	2.944E-01	2.944E-01	5.136E+01	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	98.2684	93.5211
proteins/Montipora_capitata_KBHIv3___TS.g3541.t1.faa.colabfold/plots/0.pdb	6b2o_F	0.307	322	197	6	96	411	47	348	5.387E-26	894	444	349	5.958E-01	7.488E-01	7.488E-01	4.879E+00	1.000	1590	Lactiplantibacillus plantarum	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactiplantibacillus;s_Lactiplantibacillus plantarum	71.1712	86.533
proteins/Montipora_capitata_KBHIv3___TS.g36349.t1.faa.colabfold/plots/0.pdb	4biu_F	0.492	203	92	2	208	405	1	197	4.469E-20	824	405	197	4.559E-01	9.192E-01	9.192E-01	2.104E+00	1.000	83333	Escherichia coli K-12	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12	48.8889	100
proteins/Montipora_capitata_KBHIv3___TS.g37247.t1.faa.colabfold/plots/0.pdb	5ezi_L	0.229	422	230	12	19	412	4	358	1.938E-10	418	412	358	6.472E-01	7.328E-01	7.328E-01	4.928E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	95.6311	99.162
proteins/Montipora_capitata_KBHIv3___TS.g3836.t1.faa.colabfold/plots/0.pdb	8b7i_A	0.309	733	438	29	42	727	25	735	1.305E-36	1301	990	736	5.348E-01	6.907E-01	6.907E-01	6.483E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	69.2929	96.6033
proteins/Montipora_capitata_KBHIv3___TS.g39602.t2.faa.colabfold/plots/0.pdb	6d6u_D	0.524	301	135	3	205	505	3	295	5.943E-29	950	514	297	4.177E-01	6.958E-01	6.958E-01	8.074E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	58.5603	98.6532
proteins/Montipora_capitata_KBHIv3___TS.g40322.t1.faa.colabfold/plots/0.pdb	8b7i_A	0.345	842	509	17	2	818	4	827	1.290E-50	2034	826	834	7.201E-01	7.142E-01	7.142E-01	6.883E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	98.9104	98.801
proteins/Montipora_capitata_KBHIv3___TS.g41761.t2.faa.colabfold/plots/0.pdb	3hxf_A	0.520	100	33	1	98	197	1	85	2.326E-06	209	202	87	3.371E-01	7.548E-01	7.548E-01	7.712E+00	1.000	10116	Rattus norvegicus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Rattus;s_Rattus norvegicus	49.505	97.7011
proteins/Montipora_capitata_KBHIv3___TS.g43945.t2.faa.colabfold/plots/0.pdb	3bp9_U	0.616	154	59	0	148	301	20	173	3.788E-20	734	337	175	4.336E-01	8.082E-01	8.082E-01	1.782E+00	1.000	11786	Murine leukemia virus	d_Viruses;-_Riboviria;k_Pararnavirae;p_Artverviricota;c_Revtraviricetes;o_Ortervirales;f_Retroviridae;-_Orthoretrovirinae;g_Gammaretrovirus;s_Murine leukemia virus	45.6973	88
proteins/Montipora_capitata_KBHIv3___TS.g44629.t1.faa.colabfold/plots/0.pdb	8bq5_A	0.461	511	195	8	3	513	2	432	8.852E-40	1624	523	433	7.376E-01	8.838E-01	8.838E-01	7.236E+00	1.000	3702	Arabidopsis thaliana	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_malvids;o_Brassicales;f_Brassicaceae;-_Camelineae;g_Arabidopsis;s_Arabidopsis thaliana	97.7055	99.5381
proteins/Montipora_capitata_KBHIv3___TS.g457.t2.faa.colabfold/plots/0.pdb	1ibm_H	0.400	442	237	4	5	442	2	419	1.336E-28	1474	457	419	8.660E-01	9.426E-01	9.426E-01	2.248E+00	1.000	274	Thermus thermophilus	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Deinococcota;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus	95.8425	99.7613
proteins/Montipora_capitata_KBHIv3___TS.g47848.t2.faa.colabfold/plots/0.pdb	1bfr_K	0.174	235	159	9	70	296	5	212	1.319E-07	326	304	212	5.611E-01	7.809E-01	7.809E-01	4.688E+00	1.000	562	Escherichia coli	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	74.6711	98.1132
proteins/Montipora_capitata_KBHIv3___TS.g50810.t1.faa.colabfold/plots/0.pdb	3az9_P	0.502	181	87	1	245	425	1	178	1.603E-18	617	427	182	3.684E-01	8.201E-01	8.201E-01	5.317E+00	1.000	5833	Plasmodium falciparum	-_cellular organisms;d_Eukaryota;-_Sar;-_Alveolata;p_Apicomplexa;c_Aconoidasida;o_Haemosporida;f_Plasmodiidae;g_Plasmodium;-_Plasmodium (Laverania);s_Plasmodium falciparum	42.3888	97.8022
proteins/Montipora_capitata_KBHIv3___TS.g5308.t2b.faa.colabfold/plots/0.pdb	1c4v_1	0.536	1154	467	13	48	1185	1	1102	0.000E+00	5743	1627	1103	6.338E-01	9.237E-01	9.237E-01	3.676E+00	1.000	9606	Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	69.9447	99.9093
proteins/Montipora_capitata_KBHIv3___TS.g7124.t2a.faa.colabfold/plots/0.pdb	3c58_A	0.128	357	236	16	95	402	28	358	9.925E-01	47	787	433	1.216E-01	2.123E-01	2.123E-01	2.539E+01	0.382	416870	Lactococcus cremoris subsp. cremoris MG1363	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus;s_Lactococcus cremoris;-_Lactococcus cremoris subsp. cremoris;-_Lactococcus cremoris subsp. cremoris MG1363	39.136	76.4434
proteins/Montipora_capitata_KBHIv3___TS.g9442.t1.faa.colabfold/plots/0.pdb	4cg3_A	0.601	276	110	0	4	279	1	276	1.773E-43	1620	524	287	5.211E-01	9.460E-01	9.460E-01	9.591E-01	1.000	2021	Thermobifida fusca	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Streptosporangiales;f_Nocardiopsaceae;g_Thermobifida;s_Thermobifida fusca	52.6718	96.1672
